40.8,74795.46064051888
53.4,11001.932468788631
48.3,113981.59408594479
55.1,50721.1971944204
53.6,13254.080300014157
57.2,76227.2776666152
55.1,19080.716957109093
61.5,10898.557625545114
83.4,44358.68151985768
74.5,13670.39651341995
52.1,52684.20467577065
46.5,22922.43190802921
57.4,11559.111578541717
55.2,58198.32731221449
55.2,21625.556198687787
53.0,24603.060888718377
54.4,30503.244913597184
48.1,13847.857189536546
44.9,11735.57141681433
49.2,50112.33848629914
45.1,18164.408790077476
40.7,11160.67917350272
43.5,41472.07891654759
48.1,19694.33355389006
41.8,15499.456218921372
48.4,42833.67141518525
40.7,25970.369841292515
45.8,19472.97446508848
43.0,41383.144972262126
48.0,38849.13411128815
43.6,25654.12503268489
45.7,16910.052168648428
43.9,72597.08261899205
40.9,23528.193139750358
55.7,15112.541894725877
45.8,34026.86723897839
43.3,24100.097499158386
45.1,17228.6856297006
42.1,12128.138781863683
45.0,54309.15311152026
44.6,17635.01660597935
42.9,12869.515041787836
42.6,57791.64774829504
45.8,22202.358821412236
42.1,16346.581185806255
45.9,28442.56542395315
41.0,20358.729393133723
47.7,11829.231115553172
41.1,29741.18001690443
46.4,17841.833684570614
46.3,15898.557914571127
43.6,34833.41740736729
41.1,18613.709760791407
46.4,16382.394225496404
43.8,13334.19322429196
48.7,64855.08629069688
45.1,26000.7134695404
56.3,13169.235296843419
42.9,65307.29277630311
46.4,26044.205301931303
46.4,16880.92995289344
48.1,48767.857328878265
44.1,32741.61328993267
41.9,19294.29150885014
39.3,43594.32086201833
67.1,50440.54539653557
41.9,19698.008876216634
45.6,49514.48227681007
37.1,28647.09521153435
46.5,18734.77374985139
43.7,36180.19706819095
46.3,33051.27510875525
41.7,17023.77628079762
45.8,14681.755729656037
42.9,70231.06422012392
45.1,22802.947973253937
45.1,16957.82967794899
43.9,50421.91478635451
41.9,35086.14387742481
45.7,20133.741420160728
43.1,45637.82250572035
44.9,31488.829331694178
45.1,16543.413766418562
44.9,59505.851866253346
44.5,24703.440410962314
48.5,12180.20150100534
48.4,80974.33595409548
54.8,25672.34659898366
47.8,15191.255621286098
46.2,79030.84631492726
43.3,28849.93275944604
46.1,18199.018334596592
45.1,78802.45729629855
42.5,22499.845168509062
45.3,15666.844635847017
43.1,62851.87145663405
41.6,29150.977085990162
50.2,19326.410203865296
43.4,46298.25130183855
44.6,27779.44121054143
41.9,15489.414115349131
43.9,64416.846939594194
41.1,29351.459006500605
44.8,16647.33745404113
40.0,50698.790383792075
47.4,32926.61166320491
40.6,24322.7381626091
53.3,14713.721826581446
52.3,63860.16597504203
64.2,26953.90392706856
59.8,49943.974146793225
51.6,43703.475201377965
44.7,30186.030261940687
47.5,16671.814574751057
45.7,55083.08826514036
45.4,68515.04131476162
42.6,16412.774285601277
48.1,92100.28212819678
48.4,32707.197006492865
47.6,11886.214045959452
43.7,96712.5777765465
46.1,40360.89028921569
43.6,24324.057719205623
41.7,71660.98628032302
45.4,43988.613405880766
46.0,26382.416099763257
44.3,71845.97012927437
45.4,47190.38479935359
40.7,32311.885263451586
49.6,16970.123544162765
43.2,123388.53477388015
48.4,44303.963026705555
46.9,22017.049957713854
56.6,121644.4455062793
46.6,50416.7795906798
44.8,31540.483346007495
43.5,115495.66327586418
49.8,50919.20541674523
42.9,28873.901519428295
49.3,43833.059965422086
51.7,57234.79014119098
54.0,25416.137157870755
45.7,147817.3903584267
50.7,48097.58800347032
43.6,24786.965770423765
47.3,164963.6310175235
43.1,61000.932596973114
46.7,34940.09972728465
45.4,66920.96261809755
46.0,90580.56972263858
42.4,38022.67054018226
50.6,17665.36609919645
55.6,143833.22870473505
49.2,47347.80012583197
44.3,27459.730661536574
45.8,120957.24713299115
46.0,57577.53498333104
45.4,31534.902625848015
44.3,81048.25061543957
45.0,57017.2620235289
50.1,34354.2695195619
42.1,64466.018816179465
48.6,60832.00894288952
67.7,28079.489798945702
51.2,113439.40466167511
51.0,32182.024477150222
42.3,13348.474711765615
47.5,145478.51719166443
41.8,48570.1695152038
49.3,26397.26620927137
50.4,87865.60950415512
45.9,44784.934098205806
44.7,23232.03839697758
48.8,76955.56400012615
43.7,48246.628348787555
47.9,22384.483586133738
49.2,146835.02255591349
50.2,43593.98553299758
47.8,23747.25477594749
47.9,148013.51458885663
46.4,49655.153542352346
47.9,32406.54540737747
45.6,87695.54672352037
47.7,57470.09165751705
46.9,30071.138898159115
49.2,90409.06033091166
44.3,56306.20904502435
49.6,38591.54895549999
46.2,20422.374046104516
45.9,124045.99578194914
44.0,33588.08988959062
46.7,15812.56052420614
43.7,125870.43903310734
45.8,38264.873151811014
53.1,22664.31532721242
47.9,146671.26890621756
45.8,49393.91003414587
46.7,29047.914355735662
46.3,54501.09145968752
47.9,92763.1767948198
43.1,31074.40107813802
49.1,109342.9635459632
46.5,48632.67350806033
45.1,35193.30069775402
46.5,17009.788182170614
50.4,132452.29470972886
45.5,32252.998191128794
45.7,17185.130914923808
55.1,133450.48096227503
50.7,38541.97766353497
46.2,18680.130242486128
46.9,139724.71412424697
43.4,38924.98797441251
42.5,17569.93601191305
46.3,134278.8850447053
46.5,46891.11713293123
51.7,23585.451471565095
50.5,159313.92160687054
42.1,48169.60846857218
51.9,29767.316078371958
43.1,76811.29209493127
49.3,51862.21581838429
44.7,33598.596677218404
49.9,18907.07490897386
44.2,112187.66502324466
53.7,32207.374828438722
51.0,59484.54068703506
50.7,34298.94293724373
51.3,22038.170616905016
61.9,56797.45216218678
56.9,30855.69295543187
56.3,18325.69810370354
51.7,46948.36356378079
45.6,27668.933007856223
46.8,20403.58980328046
46.8,10370.125698669972
61.3,47092.93403892254
62.5,15821.91895074457
48.7,45788.06459725184
47.2,33014.45731425474
44.3,21035.42528550013
45.4,56375.16199704994
44.6,17762.981564670474
48.0,13230.243623867662
53.2,60082.96914202139
58.2,18157.897530808405
61.0,10511.137497594003
60.3,57352.207594169726
59.3,19253.199484174314
60.0,31546.597734957497
58.9,23738.250479096172
72.3,16239.782721324054
63.1,38885.7264366407
59.6,30747.54867293212
55.3,17408.72410272216
46.6,11783.39500796628
44.1,72067.12993853267
45.1,21717.25924003442
53.1,10661.00766426996
56.8,57809.11371669272
44.6,19676.54472747922
49.2,12286.64556560033
43.5,62861.42136417255
50.5,21996.5286566098
45.0,13091.949980855157
49.3,15344.304071856812
42.7,49975.4224932825
47.5,20087.704449302106
48.8,45572.811980363615
44.0,29907.643108094497
43.9,22607.27986824039
45.5,12985.009809138552
49.0,62128.76416479043
48.1,21280.072350091872
43.2,13182.1908854985
46.3,70457.51468602208
40.6,20183.971662655305
48.0,10790.756534730346
48.2,55637.42668273057
50.7,23609.2911541601
41.2,8840.542600969537
46.5,52077.12754750982
50.6,24183.28845459858
44.9,37208.920444281524
45.8,27765.715964762545
50.9,17351.651337482428
43.5,10711.517893835531
51.3,71473.88588107527
46.5,24604.347947259215
44.5,11945.606053265625
47.7,69380.35547299935
46.6,21672.487837269095
43.5,10424.015425195372
47.2,58437.350882192455
44.6,18628.671926165258
60.1,17074.103232278492
73.1,47923.271632953416
64.3,17077.01428009669
57.4,14190.954552032097
45.3,59600.75405968548
47.6,22521.412536816053
47.5,11836.59977184577
43.4,61723.05276952818
48.9,23575.85630949206
54.8,13341.403505899882
49.8,75817.54992648409
46.2,23466.158902450887
46.7,14497.095822218795
42.3,55188.95300363299
47.3,19264.44384680951
46.5,9205.271364317698
50.6,44391.49995190784
45.6,22867.244033392977
46.5,12578.653786241997
46.5,62839.151097697715
47.3,26408.31037689145
48.1,12112.169059623051
45.9,65412.328693014715
45.6,19869.696866627546
48.9,12154.527523082
47.2,64263.86023291241
48.7,26132.952704688927
48.2,15551.985745397104
49.2,33405.94135626734
44.3,63794.19480597894
49.9,20428.427317855865
45.7,9576.398341128726
48.6,63142.12516045979
45.9,21508.060500181302
47.1,11705.45850893114
47.2,70914.32614544331
50.8,31454.190908261684
48.9,21505.114519980103
45.4,71633.15575165747
48.8,26772.180668988105
49.5,15849.465153527108
46.3,84882.4884984717
51.5,44290.20598797504
46.1,23748.348324998107
49.4,55696.64067365386
46.4,33403.91287584718
49.3,20477.441816464278
50.1,46244.19073966456
48.1,26542.26237439741
45.4,19514.70798858128
49.5,12520.89620313231
48.3,39350.51026334967
49.1,24154.00755965732
46.6,14859.418637983748
46.8,43284.435644312165
45.2,27286.18716053879
44.7,17264.637968274907
47.9,40814.914721652836
48.0,31163.792012750913
45.8,16196.18849547473
46.7,40965.48454411858
43.9,36755.24959990163
48.1,19616.701991459355
49.7,9350.4714576002
45.7,57251.36813573028
41.3,18026.985289674252
48.7,10892.960059342588
43.8,58501.80653539259
48.4,22496.686327328258
46.5,16617.376749823317
50.8,10862.851512162157
43.6,15605.166984556112
59.5,57262.527123966305
47.3,16557.80091749332
49.9,65156.7759314908
59.0,28587.789164732985
64.0,12261.262138405287
57.3,70326.45876336313
65.5,25997.87781858619
60.7,11569.047316515866
60.1,50025.01136711324
57.6,30946.907839935757
61.7,18490.76293224373
62.3,94097.51394281899
75.4,32754.36674252785
60.9,13005.401332338592
46.2,74802.74672206872
45.9,22703.69686004008
50.7,14510.640374719953
46.8,67618.6214334315
53.6,23083.204407990324
46.4,14616.163464432519
50.1,68184.39905563886
48.3,23294.603491001868
45.4,14838.608073609525
44.5,68809.12011337918
47.7,25345.390038610454
48.8,16548.268916687735
45.9,49911.789465455135
46.9,32426.585275659138
48.5,21577.444737623347
45.8,12768.311582386943
49.8,62469.905715074376
46.2,23313.8833692458
50.5,15762.553801753984
43.7,55246.74353235272
44.8,27753.208937670737
56.6,20421.30825796543
56.1,54455.25542629282
55.1,37890.37239533558
48.4,23364.29735879348
44.5,52913.34233234363
51.5,37392.9375598316
50.0,23416.82431006227
50.2,37504.56735413683
43.8,59174.25584757338
45.6,28336.354398805546
46.1,14253.716357633662
48.3,103267.49284510384
50.7,31717.44313232023
47.2,20131.89276989246
42.9,100292.14640859504
49.8,40609.92726694717
47.6,20459.28156915658
48.8,62016.760279591756
46.8,39667.4107151994
46.4,24989.682133385693
46.9,58438.68080729361
48.3,38403.69174335052
42.8,26813.646109150803
49.1,13967.648501015836
44.5,64875.53224228063
50.0,29731.539738162763
45.6,18420.02718720062
49.5,18628.277093606004
46.4,68349.68885369449
47.2,25562.9332110465
46.5,28537.637160801914
52.6,72408.37470623998
44.2,27038.960659278317
51.0,16030.400023606255
48.2,90996.7842769133
47.8,32433.306759543837
46.3,17527.499033213437
49.0,54783.173595331435
48.0,33239.45223443663
